text,label
"I really have no idea how to comment on this movie. The special effects were lackluster, the acting was terrible and if there was a plot to it all, it was on the back of the box. I don't think I can remember a movie being THIS bad in a long time, and I'm a big fan of lesbian sex and boobies!! ;) Even that couldn't save this movie from being just a terrible excuse to pay someone to stand (or lay in this case) in front of a camera.<br /><br />I was pretty much let down by the overall ""zombie"" effect. Since apparently in this movie, zombies are so commonplace that running over a couple here and there, and casually talking about it at a gas station (one with an in-house windshield repair but no interior bathroom), the zombie-movie genre isn't even a factor until the end. Even then, a cameo by a dozen zombies ripping off a girl's clothes doesn't really constitute being a zombie movie.<br /><br />On to the vampires: Apparently all the zombies are male and all the vampires are female, which is OK by me. I'm not sure how vampires are out in the daylight, or the why/how of a soldier vampire came to be standing in the middle of the road, still holding his gun with a stake through his heart, just waiting for the Queen of the Vampires to flick it all the way through. The last segment in the old nunnery made no sense, and when one hot lesbian vampire asks the other hot lesbian vampire ""Do you think we did the right thing?"" by killing the two apparent heroes in the movie, that about put it over the top.<br /><br />The acting and special effects were at an all-time low also. You could almost see the hoses that the fake blood was pumped out of during the closeup of the zombie who got ran over by the General. Speaking of the General, where did they find THIS Kenny Rogers look-alike anyways? No idea what he was the General of, aside of generally confusing and misplaced.<br /><br />All in all, watch the movie if you have nothing better to do or if you have the strong urge to waste $3. Just my $0.02.",0
"My sisters and my cousin(female) forced me to see this chick movie. Its not the kind of movie I would prefer to see, but it really wasn't that bad. I wouldn't want to see this movie, but after watching it I couldn't say it was bad, just not my kind of film. It was very accurate in acting out what woman really talk about and do in certain situations. As a guy, I wasn't TOO amused by the jokes, but man the women sure were. They related to the movie and yeah it was funny to see themselves on the big screen. ""OH EM GEE I DO THAT TO HAHA"" I've never seen the original, nor would I care to. If you are a girl, this is a must see, but maybe girls would say this movie sucked, probably. I don't see a 13 year old going, ""Wow I remember going threw that when I was 30.""<br /><br />No man would have this in there collection, but I can't say it was horrible, so meh.",1
"What begins as a fairly clever farce about a somewhat shady security monitoring company turns, almost instantaneously, into an uninteresting and completely inane murder mystery. David Arquette and the great Stanley Tucci try mightily to make this train wreck watchable, but some things are just not humanly possible.<br /><br />What, for instance, causes Gale to turn suddenly from a sweet motherly figure into a drunken shrew at Tommy's parents house? Why would Heinrich, although admittedly a sleezebag, want to destroy the business to which he devotes his life, by robbing and possibly murdering his customers? Why does the seemingly sensible Tommy believe that Heinrich could be a murderer (based almost entirely on a dream), and even if that were believable, why wouldn't he go to the police? And why didn't Gale activate the alarm when she got home, especially after scolding Howie about it being off? Of course, all of these events are necessary for the plot (and I use the term very, very loosely) to unfold. And it might be forgivable if it resulted in even the slightest bit of comedy. But everything, from Howie's description of his date rape, to the coroner's misidentification of Gale, to the final ""joke"" about Gale and Howie still being dead, is more tasteless and pathetic than anything else.<br /><br />I checked the box indicating that my comments contained ""spoilers"", but there's nothing more I or anyone else could do to spoil this thing that already stinks to high heaven.",0
"There are no reasons of taking this documentary serious and there are four reasons for that: <br /><br />1) The people who made this documentary (including the director and the producer) are Serbs or of Serbian origin, therefore the criteria of neutrality fails. For instance, they mentioned that the diaspora Croats (the so called ""Ustase"") played a huge part in the fall of Yugoslavia, but they didn't mention that there were equal Serbian organizations as well (Cetniks)! For you who aren't that familiar with Balkan WW2 history: The Serbian so called ""Cetniks"" that were portrayed in the documentary as being so kind that they helped British paratroops during the war. Well, that's only half the truth. They were also a fascist (Monarch) group who collaborated with the Germans, but then switched side when Hitler started losing the war. It's also ironic that they don't mention the Cetnik leader Mihajlovic in the documentary, a man that is responsible for killing thousands of people and burning hundreds of villages all over Bosnia and Croatia. But they mentioned a certain Ante Pavelic...Hm...Allow me to be just a little suspicious.<br /><br />2) Most of the people interviewed are to me totally unknown. And I've studied this war for a long time (who is the old British lady!!! She really hasn't made her homework!) and they are not even presented by name, so they could More or less be anybody, maybe someone they took from the street. Who knows.<br /><br />3) In The documentary they talk about Kosovo and how the Serbs have lived there for ages, and therefore it should belong to Serbia (even though they are a minority). Well, when they mention the Serbian dominated part of Croatia (Krajina) suddenly the Serbs are portrayed as how they have the right to live there because it has been their home for so long. Fine, but what people don't know is that the largest city in Krajina (Knin) has great historical importance for the Croatian people. It was there where one of the most celebrated Kings of Croatian history (Zvonimir) was crowned, and therefore the city has a historical value for Croatia. The Serbs arrived almost 800 years or so later! But no, the Serbs should have Krajina and Kosovo according to the documentary. Is that fair? To me it looks like double standards of morality from the director. Plus, it is said in the documentary that the Croatian constitution didn't have any laws about minority rights, this is a lie because it was one of the first laws implemented BECAUSE of the fact that Croatia had a huge Serbian minority.<br /><br />4) The film mentions a radical Croatian Paramilitarian leader called Glavas. Or the Muslim radical Oric. They accused them of being a huge reason for the negative development of the war. Yes, they were radicals, but if you want to talk about radicals, why not also mention the Serbian radical paramilitary leaders such as Seselj and Arkan? The flaws are so many that I just presented a few of them, just so that people get an overview of the documentary. It looks like the people who made this documentary weren't well prepared and didn't have the guts to criticize the Serbs because they were afraid that their Serbian relatives would slap them or something. There aren't that many documentaries out there that are of good quality, but the best so far is ""The death of Yugoslavia"" where all the significant participants of the war are interviewed (e.g. Milosevic, Jovic, Bulatovic, Tudman, Izetbegovic, Karadzic etc.) and where you get a whole 5 hour explanation about the fall of Yugoslavia and the war.<br /><br />One other thing. I saw a comment on this documentary where the person was frustrated about why the US gave support to a country (Bosnia) that had connections with Bin Laden during the war. Well, first of all, all the countries involved in this conflict had nationalist presidents and because the Bosnian Muslims didn't have an old ethnic identity (previosly they were called ""Muslim Croats"") they had to rely on something else besides nationality to raise the spirit among the people, and that was by connecting them to the only thing that they had in common: Their religion. And they took help from the Mujahedin because no one else would support them. They had to fight the 4:th largest army in Europe! They needed all the help they could get. Nationalism is the best way to unite a people during war. History has shown us that.",0
"If this movie as meant to discourage people from doing drugs, it fails. I was ready to start using them I got waiting for something to happen and nothing ever really did. This movie is neither horror or drama. It's just the paranoia of meth users. This movie may win an award for the using the ""F"" word so many times and so uselessly. It was not well stated, but I felt like they were making Meth to replace Meth they owed to someone. Hector just got worse and more paranoid as the movie went on and the girl just got more hopeless. The ending really made no sense. The movie made no sense unless it was just showing how annoying is is to be stuck in a house in the middle of nowhere with a meth-head. I relied on the other feedback when I decided to watch this movie and the rating on this movie should be a much lower average.",0
"Strikes me as routine, as far as TV movies go. I can believe that it's based on a true story because the plot seems too clumsy to have been written by anyone with storytelling skills.<br /><br />For instance, good old John Ritter (now a rather bulky and bearded villain) poisons his wife enough to make her ill, then accuses her of being psychosomatic and leaves to marry another young woman immediately. Fourteen years pass before the story picks up again. Why fourteen years? I would guess that though the narrative doesn't demand it, history does.<br /><br />Some of the particular scenes, however, are so cinematically apt that they were almost certainly dreamed up by a writer. Pawing through her attic, Helgenberger, Ritter's first wife, stumbles across an old electrical appliance and has one of those black-and-white flashbacks with stings on the score -- suddenly she recalls when, fourteen years ago, she discovered Ritter shaving selenium filings from a rectifier, carefully collecting them, and putting them in her shampoo and her eyelash liner (or whatever it's called). Later it develops that he was putting it into her coffee as well.<br /><br />Frankly, I don't believe it. I don't believe either that she had that particular epiphany in the attic or that Ritter put selenium shavings into her shampoo or eyeliner. Selenium is referred to in the movie as a ""toxic metal"" and I suppose it is, in sufficient quantity, but it's also an anti-oxidant that's sold over the counter in drug stores and swallowed. Someone will have to demonstrate -- as no one does in this movie -- that it is a topical poison. Many people have tried the nicotine patch and failed. So how come some selenium in her shampoo gives Marg Helgenberger immediate and drastic headaches? And her eyes become as painful as boils when she applies makeup? I think the anthropologist E. B. Tylor called this simple-minded idea ""sympathetic magic,"" but I'm not sure.<br /><br />Mais je divage. Anyway Ritter evidently tries the same stunt with his second wife fourteen years later, although no evidence of trickery is ever produced when she becomes ill with the same symptoms. Wife Number Two is taken to Mexico and apparently cured but suddenly drops dead shortly after her return. Circumstantial evidence piles up against Ritter, who plays the villain with all the stops out -- when his first trial is dismissed he SMIRKS at Helgenberger, who has prompted the investigation.<br /><br />You see, Helgenberger was good friends with Ritter's second wife and was terribly disturbed at her demise and its manner. (I'll bet.) And she wants to prevent the same thing from happening to the wealthy young woman who seems lined up for third place in Ritter's marital schedule. (Sure.) The best performance is given by the guy who plays Detective Mauser -- Lawrence Dane? Everyone else acts by the numbers. They project emotions and thoughts with the subtlety of a warning at a railroad crossing. But Dane does little things that are original. ""I'm told you want to report a murder. (Long pause while he sits down and waits), then abruptly thrusts his face towards Helgeberger and inquires in a reasonable and curious voice, ""So who was murdered""? I suppose except for the bare bones of the historical events, nothing prevented characters or their actions from being drawn differently than they were in real life. I mean, what the heck, Ritter is still in jail convicted of murder and Helgenberger's character is dead, so who is to object? I wish the forensic stuff had been made clearer. Ritter seems to have used so many poisons and toxic metals -- let me see, selenium, cyanide, a massive dose of chlorine, and maybe something else -- that I was confused by it all. Not that I was rooting for Ritter. Here's a mathematician with a Ph.D. who insists people call him ""doctor."" He even corrects people who address him merely as ""professor."" Most Ph.D.s get that narcissistic problem behind them very quickly. ""Jes' call me Whitey, even though I know how to get a standard deviation and you don't."" Average TV fare.",0
"I usually have a difficult time watching a TV movie, the extra long commercial breaks will break my concentration and I give up and find a good book. This one however made me put up with the adds and stay with it to the end. I realize the movie was based on a true story but it was not brought out why it took so long to find Denny? They had his name and I would presume his social security number. While he did move around a lot it would seem he would be found as soon as his number was entered for a job etc. The actors seemed a bit old for the part and a buried metal object when dug up had no rust. These were only technical glitches and did not take from the file. For a LifeTime Movie it was better than most.",1
I watched this movie the night it premiered on MTV. Usually to me MTV Movies are kind of stupid but this one was so good. Summer Phoenix is an amazing actress and I thought that Nick Stahl was good too. If MTV started showing more movies like this I would probably enjoy the channel a lot more.,1
"When i first saw this show advertised to be on Australian TV back in the late 90's i ignored it thinking it was just capitalizing on the Kevin Costner movie 'Bodyguard'. But then i caught an episode and i wish i had watched it from the start. The partnership between Sean Pertwee and Louise Lombard was so well acted and the structure of each episode was extremely entertaining. It wasn't an overblown TV show that you can tell spent most of its energy in making things explode so that they could put that clip in the commercial to lure audiences and then not deliver on any other level. The show delved into the lives of the two main characters and thats what made it interesting. The stories for each episode where also well written with interesting guest stars who were good actors. And of course there was a lot of action and intrigue which is always good. But what was great was that there was humour, and it flowed naturally from the characters, it didn't appear contrived. It was British but in a good way, and if this show was made in America it would no doubt be on DVD by now. I don't know why British TV production companies are not interested in releasing this show on DVD. It was a great show and deserves a DVD release.",1
"New York, I Love You finally makes it to our shores, but its 10 short stories on love somehow didn't find reason enough to be released over Valentine's, probably due to the fact that this year's festival also falls on Lunar New Year, and with that comes the usual LNY blockbuster films from the likes of Jackie Chan (no, not The Spy Next Door) and local filmmaker Jack Neo who has traditionally released his latest film over that period to resounding success. So why fix a formula that hasn't been broken?<br /><br />Continuing in concept where Paris, Je T'aime had begun in spawning the City of Love Franchise (Shanghai will be next, so says the end of the closing credits here), the buzz here is definitely about the intertwining stories set in one of the cities of the world to allow for various interpretations from filmmakers all over to come up with stories based on love as a theme, although someone probably forgot to tell Scarlett Johansson some of the finer points in the sandbox ground rules, and her short was unceremoniously dropped from the theatrical edition for being unable to fit into everything else (well, it was shot in black and white), but here's hoping that it would make it to the DVD at least.<br /><br />Structurally, this series is less compartmentalized compared to its predecessor, which if memory serves me right had individual stories set within its own confines and never really breaking out of its artificial borders created. Here a little more leeway is given, where characters from various stories interact in short filler segments used to bridge scenes together, and not just solely reliant on pick up shots made up of buildings and landscapes, in hopes of making things look a little bit more serendipitous with the idea of chance encounters amongst strangers, though one story craftily adopted this mindset for its own narrative to deliver a surprise, though already seen in Paris.<br /><br />One of the top draws for sitting through a film like this one, is definitely the creative forces behind the stories, from writers, directors and cinematographers from various geographies and backgrounds mirroring the makeup of the cosmopolitan city, coming together for a concept film. And what more the star-studded cast too, with big names amongst the lesser known ones all upping the ante through picture perfect performances, be it for the entire length of the short, or as a support to build upon. You can't deny the initial star-gazing in recognizing the notables, from Irrfan Khan to Natalie Portman (who also had writing and directing duties), Rachel Bilson (looking quite like Bardot) to Spielberg's blue eye boy Shia LaBeouf, who surprisingly can act, and shows off more in his few minutes here than his entire filmography to date.<br /><br />Story wise, like any anthology, you'll find some which will automatically appeal to you, and with others that don't. Some are straightforward in nature, while others have to come up with gimmicky twists that thankfully worked. But these 10 stories plus 1 (because Randall Balsmeyer was given duties to integrate everything together for a more organic feel instead of just plain pick up shots of lesser known areas and established landmarks) somehow lacked the more ""anything goes"" spirit from its predecessor, with stories more rooted in reality, compared to some fantastical elements in the previous film (Elijah Wood's dalliance with a vampire anyone?), or even less adventurous with its narrative style (Christopher Doyle's, and Tom Tykwer's starring Natalie Portman). Here it seemed that the filmmakers opted very much for safe, with none venturing into that spirit of adventure and experiment.<br /><br />Minor quibbles aside, I still enjoyed almost all the shorts here, contrary to what many others have felt about it. The short film format is still very much alive, and having them strung together into a feature under the City of Love banner works fine, and left me wondering which other cities are or have been included in its lineup. I am hoping that perhaps the franchise will catch on and spread its influence here. We surely have enough prolific filmmakers to be stringing together a Singapore, I Love You, so here's crossing my fingers that maybe something will materialize down the road. Otherwise there's always the Sawasdee Bangkok route of just making it without any attachments to franchise house rules.",1
"Meryl Streep as Kate, a woman dying of cancer, performs her role admirably. No wonder she was up for an Oscar. In the part she proves that caring and nurturing housewives are just as important as their sisters out in the business world. And the lesson she teaches about life's expectations and their lack of fulfillment as the relationship grows, that is the most important thing she teaches her daughter. We can expect too much of our mates. Realize that there are many slips and forgiveness or understanding are the main ingredients of a happy life. This is a sombre movie and the ending though sad, shows reconciliation between the father and daughter. I give this one a ten.",1
"This a rip roaring western and i have watched it many times and it entertains on every level.However if your after the true facts about such legends as Hickcock,Cody and Calamity Jane then look elsewhere, as John Ford suggested this is the west when the truth becomes legend print the legend.The story moves with a cracking pace, and there is some great dialogue between Gary Cooper and Jean Arthur two very watchable stars who help to make this movie.The sharp eyed amongst you might just spot Gabby Hayes as an Indian scout, also there is a very young Anthony Quinn making his debut as Cayenne warrior, he actually married one of Demilles daughters in real life.Indeed its Quinns character who informs Cooper of the massacre of Custer told in flash back, the finale is well done and when the credits roll it fuses the American west with American history.So please take time out to watch this classic western.",1
"Another Pokemon movie has hit the theaters, and again, I'm hearing the same old, ""Pokemon is dead, blah blah blah."" The franchise's detractors couldn't be more wrong. Kids are still playing the trading card game, they're still watching the TV series, they're waiting for the Game Boy Advance games, and they want to see ""Pokemon the 4th Movie.""<br /><br />That said, ""Pokemon The 4th Movie"" introduces us to two more ""legendary"" Pokemon: Suicune, the ""north wind"" of lore, and Celebi, guardian of the forest (and star of the show). Celebi transports itself and a boy named Sam 40 years into the future, to the present day, where Pokemon trainer Ash, his faithful Pikachu, and his friends Brock and Misty are traveling through Johto. Sam and Ash become fast friends, once they discover the other's mutual love for Pokemon (Sam's vintage Pokeball with screw-on top is a great moment). Together, they decide to protect Celebi from the villain of the story, the Team Rocket agent aptly named Vicious, who is hell-bent on capturing Celebi for his own ends. Will Ash and Sam be able to protect Celebi from Vicious' Dark Balls? Where does Suicune fit into the picture? Will Jessie, James, and Meowth have bigger parts in this movie than before? And just who is Sam, really?<br /><br />Like with the first 3 movies, if you go into the movie deciding that you're automatically going to hate it no matter what simply because it's Pokemon (or just because your child/niece/nephew/younger sibling/et cetera ""dragged"" you into it), then you're going to hate it because you've decided that you want to hate it. That may be, but to blindly trash ""Pokemon The 4th Movie"" simply because it is a Pokemon movie, and especially without having seen it, is just plain stupid. Even non-fans can enjoy this movie without having to know every last detail of the world of Pokemon. I'm not saying that you WILL become a Pokemon fan because of this movie, but you CAN indeed enjoy it, if you'll let yourself.<br /><br />Unlike the first 3 Pokemon movies, ""Pokemon the 4th Movie"" is being distributed by Miramax, who I've heard is also working on securing the rights to the 5th Pokemon movie, which was released this past summer in Japan. Miramax claims to have some boffo-aggressive marketing strategy for ""Pokemon The 4th Movie,"" but all I've seen so far is a feeble limited release, which doesn't include the usual Pikachu short in the beginning, which I was really looking forward to this time. I hope that Miramax will see fit to put the Pikachu short, called ""Pikachu's Exciting Hide-and-Seek,"" onto at least the DVD/VHS release, if not with a future wider release of ""Pokemon The 4th Movie."" I hope that the current release is just the tip of the iceberg for this very entertaining film.",1
"Joan Fontaine is swept off her feet by the suave Cary Grant. After their marriage, she realizes that her husband is very irresponsible and owes a major gambling debt. It appears that Grant tries to scheme his best friend, Nigel Bruce, out of part of his life savings. Bruce ends up murdered and Fontaine suspects that her husband will try to kill her for the insurance money. This drama drags on to an abrupt and flat finale.",0
"I first saw this film when it aired on the now defunct Trio Channel a few years ago, and recently watched it again--sans commercials--on Sundance. I was impressed the first time, and found it even more engaging on second viewing. Yes, some of the segments are far from perfect--Amos Gitai's hysterical commentary stands out like a sore thumb--but taken collectively, 11 09 01 is a total success. Best of show: Shohei Imamura's amazing final segment, which contemporary critics such as the thick-witted Mick LaSalle somehow misinterpreted as an attack on 'the terrorists', but now stands revealed as a masterful anti-war polemic; Samira Makhmalbaf's opening piece that manages to blend deep empathy for the victims of 9/11 with a prescient concern for the children of Afghanistan; and Idrissa Ouedraogo's amusing children's crusade for Osama Bin Laden--a hunt almost as serious and successful an undertaking as the one for the REAL Osama. Youssef Chahine's segment is a noble if failed experiment which at least has the guts to remind the audience that Bin Laden and al'Qaeda are basically creations of American foreign policy and the CIA, and though Sean Penn's character study seems out of place, it's still an effectively bittersweet piece of film-making. All in all, essential viewing, and a darn sight better than Oliver Stone's reactionary World Trade Center.",1
"Whoa, this is one of the WORST movies I have EVER seen! The packaging for the film is better than the film itself. My girlfriend and I watched it this past weekend, and we only continued to watch it in the hopes that it would get better...it didn't...<br /><br />The picture quality is poor; it looks like it was shot on video and transferred to film. The lighting is not great, which makes it harder to read the actors' facial expressions. The acting itself was cheesy, but I guess it's acceptable for ""yet another"" teenage horror flick. The sound was a huge problem: sometimes you have to rewind the video because the sound is unclear and/or muffled.<br /><br />It holds no real merit of it's own; trying to ride on the coattails of ""Sleepy Hollow."" Don't bother with this one.",0
"The film is somewhat entertaining, but the greatest feature is Shalom Harlow's laughable performance. It has been 4 years since this movie was released and hopefully Harlow has gone through more training. Perhaps she should stick to the more worldly, somewhat corruptive characters that she has generated in other performances.",0
"So, you've seen the Romero movies, yes? And you've seen Jacob's Ladder, right? And the later Hellraiser movies? Okay, now let's make a movie out of all three, only let's just jam everything together and make a whole big mess of it, sounds like a good idea?<br /><br />This movie is terrible. Absolutely god-awful. Yeah, it's an indie flick, who gives a crap? Is that a pass to make filmic excrement? The film attempts to establish credibility by focusing on character interaction, that much is evident. Unfortunately for the writers, they're not good at character interaction. This isn't Night of the Living Dead; the characters are nonentities shouting their inane lines at each other in a vain attempt to be caught by the microphones on set. The dialogue is never interesting. For a movie that focuses so much on character interaction, you'd think the characters would have something more to say than ""WHAT ARE WE GOING TO DO"" ""I don't know"" ""WELL WE'VE GOT TO DO SOMETHING"" ""Well what are we going to do?"" ""I DON'T KNOW."" ""We should leave."" ""LET'S JUST ACCEPT OUR FATE."" ""No, we've got to leave."" ""WELL LET'S LEAVE THEN."" ""No, maybe we should stay.""<br /><br />This isn't exaggeration, there are exchanges in this film that reach that level of redundancy and inanity.<br /><br />The worst thing about this movie? Half of it is a dream, and it really has zero purpose. Nothing in the dream has any relevance to anything in the rest of the movie. The writers couldn't decide whether to make a zombie movie or a monster movie and so they just made both. It's patently ridiculous, the cheapest trick in the book, and it's maddeningly insulting, especially since I'm pretty sure they ripped off the idea from Jacob's ladder, which handled the concept a hell of a lot more competently than these jokers could ever hope to do.<br /><br />And then there's the editing. Years of watching MTV and playing horror-themed video games must have inspired the filmmakers, but it's surely a sad thing they didn't realize what made the choppy editing and obfuscation in those pieces of media effective in the first place. In this film, you will be confused often, and not in the good, David Lynch way, but in the bad ""Wait I thought she just got killed, no? Then who the hell was that? Wait, who is that guy? Where did he come from? How did they get here?"" kind of way. It's constant and consistently bad.<br /><br />This movie is a laughable piece of trash and should only be sought out if you want to get trashed with a few friends and laugh at it.<br /><br />And as a final note: as for the ""comedy"" people in other reviews are talking about, it's all unintentional. There isn't a single intentional piece of comedy in this film. It's all supposed to be a big serious character study, because the filmmakers want to have credibility in their horror-concept. Sadly, their pretensions don't match up to their ability.",0
"Some will say this movie is a guilty pleasure. I loved this flick but I don't feel guilty about it. You can tell the whole cast and crew had fun making this movie. But Jack Frost 2 won't go over well with some people. Right from the beginning you can tell this movie will be cheesy and it definitely has an amateurish look to it. Well, if you get the privilege to watch this movie, after watching it remember that Jack Frost 2: Revenge of the Mutant Killer Snowman is a pleasure, not a guilty pleasure. Now, because I can't fill up ten lines heres some great scenes: <br /><br />**SPOILERS** <br /><br />The three women on the beach had great deaths. The first one had Jack in a tree trying to drop icicles on one of them. He kept missing so he dropped an anvil on her. The next woman fell on a bed of icicles. The last one was stabbed in the eyes with tongs.<br /><br />The other great one was where two surfers stoners are hanging out near a frozen pole. One of them gets their tongue stuck on it (of course). Jack Frost pulls him back a rips his tongue off while saying ""COWA-TONGUE-A DUDE!"". Well, you have to see it for yourself.<br /><br />And of course, the snowball children kicked ass.<br /><br />**END SPOILERS**<br /><br />infinity stars",1
"I enjoyed the movie very much, emotionally, intellectually, and visually. It contains no violence or sex or drugs or special effects, and doesn't need them one bit, holding my attention the entire time with the visuals, story, and interspersed words of wisdom.<br /><br />However: [1] some of the foreign language accents made the dialog difficult to hear & understand; [2] there is unnecessary overuse of swearing (especially the F-word, which is the only reason this movie was rated R). [3] The movie is balanced with humor and emotion, but most of the emotion that holds you throughout the film, except the final resolution last minutes, is unpleasant due to the exaggerated long-lasting dysfunctional reaction of some of the characters to loss, living in the depths of bitterness and depression for too long. [4] I will not recommend this movie because of 5-seconds of background narration, which did not add one bit to the side-character it applied to, or the film -- it only turned me off to the movie and stuck in my brain through the whole movie and afterward: the main character's mother of German ancestry, when watching old WWII movies, ""secretly roots for the Germans."" There would be no ""local color"" or art if the Nazi's won the war. I don't know of any Germans today except radical skinheads who think the world would be a better place if the Nazi's won WWII.",0
"Detective Dave Robicheaux is trying to link the murder of a local hooker to New Orleans mobster Julie Balboni. But during his investigation Robicheaux is led into a series of surreal encounters with a troop of Confederate soldiers??, What a awful plot and it was worser than i had expected. it was real slow and had minimal skill in the acting i could not watch through it it was waste of my time. Another FLOP, i would give it under 1 if i could please people don't waste your time its 1:42m of wast-full time. Actor Elrod Sykes and his girlfriend driving under the influence. As Dave takes Elod to the station the actor tells Dave he found some skeletal remains while on the set of a movie he is filming",0
"This movie is an utter waste of time, the plot is awful, the dialogue is awful.<br /><br />The acting is OK, but the actors have absolutely no plot or script to work with. The photography and some of the special effects are OK, too, but again there is nothing interesting in this movie to watch. There is no logical progression to the story, the story line is utter nonsense. It isn't even scary. For a movie to be scary, there has to be at least a small element of believability. This movie has no believability at all.<br /><br />There are only three characters in the movie. Each character is shallow and has no personality. <br /><br />Most of the special effects and make up work are both badly done, or at most mediocre.<br /><br />I hope you read this and do not waste time on this movie unless you are curious to see an entirely awful movie.",0
"I was unsure what to expect from ""driving lessons""- unsure whether Rupert Grint could carry such a role, but within the first few minutes I was completely hooked. All the way through, the music, acting and scenery were absolutely stunning. Julie Walters, as always, gave a superb performance as the eccentric old actress Evie, and Rupert Grint, equally as good,gave a fantastic performance as the romantic Ben.<br /><br />Right from the beginning, I was forced into involuntary cringes, bursts of laughter and swellings of joy as Ben broke free from his controlling mother and fought for his friendship with his only friend, Evie. A very controversial story, probably rather exaggerated but none the less one of the best films i have seen in a long time.<br /><br />Highly recommend to anyone seeking a good British film and an evening to kick-back and just enjoy yourself.",1
"Any movie should have an idea; Simple or more complex, it needs one... The problem with Fragata,..it's once more, that when he decides to make a movie, he so anxious to do ""whatsoever"" that he forgets this main detail, and as result we have the characters doing whatever without any justification, behaving without justified reasons...they are simple puppets going along the movie on the flavour of the wind. It's boring and sad to see them appearing and vanishing like cards being discarded in a game. Fragata always seem to have talent in advertising is own work...and that leads you to see what he did...but in the end there's always a big disappointment. It's not enough having a movie full of the ""hot Portuguese's pink magazine stars""...especially when half of them can't act...they only pretend to be funny. Here my only good point goes to the actor Helder Mendes...one of the few non stars': He makes the effort to establish some credibility, and in such a messy movie without any direction (of any kind) I give him the credit for trying hard. But this movie its worth to check out as a manual of ""how to not do a movie""...and if Fragata's previous works where bad...this one it's a ""masterpiece"" in achieving the title of AWFUL. In few words,..Just check it out! It will make you good,...and if you homemade your family movies,...and always feel bad with your work...so just spend 30 minutes looking to this so ""called"" professional work...your home made stuff will look like Powerful Hollywood Flicks compare to Sorte Nula.",0
"After a long period in the space, looking for the remains of planet Krypton, Superman (Brandon Routh) returns to Earth. He misses Lois Lane (Kate Bosworth), who got married and has a son with Richard White (James Marsden). Meanwhile, Lex Luthor (Kevin Spacey) plots an evil plan, using crystals he stole from the Fortress of Solitude, to create a new land and submerge the USA.<br /><br />After so many delightful movies of Superman with the unforgettable Christopher Reeve, or TV shows like ""Lois and Clark"" (and Teri Hatcher) or ""Smallville"", a great expectation was created for the return of Superman in this Bryan Singer's version. Unfortunately, the awful story is too long and boring, with many unnecessary parts, lack of emotion and overrated in IMDb. In addition, the romance between Lois Lane and Superman is something shamefully ridiculous. The twenty-two years old actress Kate Bosworth is wrongly miscast, playing the role of a mature reporter and experienced mother of a five years old boy. Brandon Routh is two years younger than Tom Welling, who plays a teenager Clark Kent in ""Smallville"". The character of Parker Posey, Kitty Kowalski, is actually a silly caricature. Last but not the least and in spite of being a terrific Lex Luthor, Kevin Spacey is forty-five years old, therefore older and older than the rest of the lead cast. The corny conclusion looks like a soap opera and is terrible. My vote is four.<br /><br />Title (Brazil): ""Superman Returns""",0
"I am Black American and I loved this soap opera. I watched it dubbed in Spanish on Telemundo, almost 5-7 years ago. The story was a TRUE story about a black slave who's love affair with a white commander led to her leadership and candid, whimsical way of living.<br /><br />A lot of us could learn a lot from XICA. She took what she had, nothing, and saw her possibilities. Many would argue that she sold herself out - but she was trying to secure her future and that of her future children.<br /><br />It was such an excellent soap opera, that I thought it would be released on DVD, but it's not being released. This soap opera was the best soap opera EVER. We need for it to be released on DVD or broadcast on TV again. It's playing on Azteca America right now, which is only available in Mexico or in the US by paid cable. We need it released again to Telemundo.",1
"This is a joke, right? This can't be a real film? It's not even a real video? Give any Harvey Milk High School kid a video cam and they could make a better movie than this. The film maker's can't be serious... right? Is this satire? Comedy? Drama gone horribly wrong? The script is about as single-minded and dull as is conceivable. Ten monkeys locked in a room with a laptop could come up with a better screenplay. The dialogue isn't clichéd. Clichéd dialogue might elevate this holiday mess to something akin to camp fun - but it doesn't and it isn't. Worst of the worst - a landlady wanders into a dramatic scene in a private apartment dressed a bathrobe carrying a frying pan like something out of a ""Honeymooners"" episode. Whaaa??? I have seen better acting from middle school drama clubs. One of the leads is an attractive lunk, the other is not. Both can't even manage a convincing kiss. So much for romance. The supporting players are jaw-droppingly over-the-top.<br /><br />Everything is underscored by a nauseating soundtrack and the sound seems to have been recorded in a back room toilet. Most of the dialogue is (mercifully) unintelligible.<br /><br />This stale cinematic fruitcake isn't even worthy of being the next ROCKY HORROR or a gay holiday installment of MYSTERY SCIENCE THEATRE 3000. It's just plain bad. In every way. VISIONS OF SUGARPLUMS will not dance in your head - they will trample your every expectation. Have an eggnog and stare at mindlessly at the neighbor's holiday lights - it will be time better spent.",0
